,all_reviews,release_date,developer,game_details,languages,achievements,genre,mature_content,original_price
6317,62,"Nov 2, 2017",Rappid Studios,"Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer",['English'],,"Action,Adventure,Indie,Simulation,Strategy",,4.99
6318,69,"Feb 14, 2019",80Arcade,"Single-player,Online Multi-Player,In-App Purchases",['English'],,Strategy,,0 To Play
6319,60,"Feb 28, 2014",Dark Gaia Studios,"Single-player,Full controller support,Steam Cloud",['English'],,"Casual,RPG",,5.99
6321,69,"May 16, 2016",Ape Apps,"Single-player,Online Multi-Player,Includes level editor,Profile Features Limited 
									",['English'],,"Indie,Simulation,Strategy",,4.99
6322,53,"Oct 17, 2018",Spacepup Entertainment,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Profile Features Limited 
									","['English', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Portuguese - Brazil']",23.0,"Action,Indie,Simulation", Mature Content Description  The developers describe the content like this:  This game contains blood effect and visual imagery of undead/ghosts  ,5.99
6323,69,"Nov 2, 2016",Forceight,"Single-player,Online Multi-Player",['English'],,"Indie,Simulation",,5.99
6327,60,"Jan 15, 2015",DotEmu,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese']",15.0,Action,,5.99
6329,40,"Nov 1, 2008",HeR Interactive,Single-player,['English'],,"Adventure,Casual",,6.99
6330,63,"Mar 22, 1999",The 3DO Company,Single-player,['English'],,"Action,Strategy",,5.99
6332,65,"Dec 21, 2015",JDM4iK,"Single-player,Multi-player,Co-op,Partial Controller Support",['English'],,"Action,Indie,Massively Multiplayer,Racing,Simulation,Sports",,1.99
6333,66,"Aug 16, 2016",Fun Sponge Games,"Multi-player,Local Multi-Player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support","['English', 'French', 'Italian', 'German', 'Spanish - Spain']",12.0,"Action,Casual,Indie,Racing,Sports",,1.99
6335,52,"Jan 1, 1994","MicroProse Software, Inc",Single-player,['English'],,"Simulation,Strategy",,6.99
6336,68,"Oct 1, 2006",HeR Interactive,Single-player,['English'],,Adventure,,6.99
6338,47,"Aug 17, 2015",Homemade Games,"Single-player,Multi-player,Partial Controller Support,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Greek', 'Japanese', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",,"Indie,Strategy",,6.99
6339,65,"Jun 29, 2010",HeR Interactive,Single-player,['English'],,Adventure,,6.99
6340,69,"Jul 21, 2009",HeR Interactive,"Single-player,Steam Achievements",['English'],14.0,Adventure,,6.99
6341,70,"Dec 29, 2016",CharlieH,"Single-player,Steam Achievements,Steam Trading Cards",['English'],1002.0,"Action,Adventure,Indie,Simulation",,0.99
6343,74,"Jul 25, 2016",LunarCore Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",['English'],26.0,"Action,Indie",,1.99
6344,75,"Mar 14, 2017",Blender Games,"Single-player,Steam Achievements,Steam Trading Cards",['English'],14.0,"Casual,Indie",,48.55
6348,76,"Apr 3, 2018",NukGames,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'Portuguese - Brazil']",86.0,"Action,Adventure,Indie,Racing",,14.85
6349,50,"Nov 18, 2014",Trese Brothers,"Single-player,Steam Achievements,Steam Trading Cards",['English'],16.0,"Indie,Simulation,Strategy",,9.99
6350,59,"Sep 27, 2018",Juvty Worlds Ltd,Single-player,"['English', 'Russian', 'Spanish - Spain']",,"Action,Adventure,Indie,RPG",,9.99
6351,52,"May 12, 2009",Akella,"Single-player,Profile Features Limited 
									","['English', 'French', 'Italian', 'German', 'Spanish - Spain']",,"Action,RPG", Mature Content Description  The developers describe the content like this:  Pirate melee can lead to bloodshed and death. Sometimes pirates drink rum in the taverns ashore.  ,7.99
6352,77,"May 22, 2018",Red Dolphin Games,"Single-player,Steam Achievements",['English'],5000.0,"Casual,Indie,Strategy",,4.99
6353,74,"Oct 4, 2017","Antaria, LLC","Multi-player,Online Multi-Player,MMO,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases",['English'],38.0,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access",,0.99
6354,71,"Aug 9, 2017",Norven Games,"Multi-player,Online Multi-Player",['English'],,"Action,Casual,Indie,Massively Multiplayer",,0.99
6355,76,"Jun 7, 2018",NukGames,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","['English', 'Portuguese - Brazil']",199.0,"Adventure,Casual,Indie",,14.85
6356,75,"Nov 18, 2016",Just1337 Studio,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",['English'],16.0,"Action,Casual,Indie",,4.99
6358,71,"Jun 1, 2018",Cersgame Studios,"Single-player,Steam Achievements","['English', 'Russian', 'Turkish']",38.0,"Casual,Indie,Racing",,0.99
6360,67,"Sep 10, 2015",Brave Giant LTD,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",22.0,"Adventure,Casual",,44.96
6361,53,"Jan 17, 2017",Twistplay,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'German']",22.0,"Adventure,Indie,RPG",,10.99
6362,76,"Sep 29, 2017",Anatoly Konstantinov,"Single-player,Steam Achievements,Full controller support","['English', 'Hungarian', 'Polish', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Ukrainian']",7.0,"Adventure,Casual,Indie",,1.99
6363,96,"Nov 9, 2017",SCS Software,"Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Includes level editor","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Ukrainian']",,"Indie,Simulation",,11.99
6365,95,"Mar 19, 2014",Valve,"Steam Achievements,Captions available","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Dutch', 'Finnish', 'Hungarian', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Ukrainian', 'Greek', 'Japanese', 'Romanian', 'Thai', 'Turkish', 'Danish']",5.0,,,0 Movie
6366,60,"Mar 25, 2006",N-Fusion Interactive,Single-player,['English'],,Action,,9.99
6367,66,"Jul 19, 2018",Sunward Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese']",31.0,"Adventure,Casual",,14.99
6368,61,"Mar 26, 2002",Irrational Games,"Single-player,Multi-player",['English'],,"RPG,Strategy",,4.99
6369,63,"Dec 31, 2003",Reality Pump,"Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Trading Cards,Steam Cloud","['English', 'French', 'German', 'Czech', 'Polish']",,"RPG,Strategy",,6.99
6370,66,"May 17, 2018","SAINT-FUN INTERNATIONAL CO., LTD","Single-player,Online Multi-Player,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'Simplified Chinese']",,Racing,,9.99
6371,69,"Mar 27, 2011",Winter Wolves,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",['English'],18.0,"Indie,RPG,Strategy",,18.99
6372,67,"May 24, 2019",LoveAnime,"Single-player,Steam Achievements,Steam is learning about this game 
									","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Spanish - Latin America']",4.0,"Action,Indie,Early Access", Mature Content Description  The developers describe the content like this:  The game has a 3D model of anime girl in a swimsuit. The game has cartoon blood.  ,10.92
6375,65,"Sep 19, 2016",Good Games,"Single-player,Steam Achievements","['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Russian', 'Japanese']",29.0,"Indie,Strategy",,4.99
6376,43,"Jul 31, 2012",VIS-Games,"Single-player,Steam Achievements","['English', 'French', 'German']",8.0,"Action,Simulation",,14.99
6378,55,"Jul 5, 2018",Blue Sunset Games,"Single-player,Steam Achievements,Steam Leaderboards",['English'],22.0,"Action,Casual,Indie",,6.99
6379,52,"May 1, 2003",b-alive gmbh,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","['English', 'German', 'French', 'Spanish - Spain', 'Russian', 'Dutch', 'Polish', 'Italian', 'Czech', 'Hungarian']",44.0,"Casual,Indie,Simulation,Strategy",,6.99
6380,51,"Mar 15, 1999",TNT Team,Single-player,['English'],,Action,,6.99
6383,40,"Mar 7, 2019",BigBro Games,"Single-player,Steam Achievements,In-App Purchases,Steam is learning about this game 
									","['English', 'Russian']",15.0,"Adventure,Free to Play",,0 To Play
6384,62,"Apr 12, 2019",Foxie Games,"Single-player,Online Multi-Player,MMO,Cross-Platform Multiplayer,In-App Purchases,Profile Features Limited 
									",['English'],,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,Racing,RPG,Simulation",,0 To Play
6386,59,"Feb 1, 2019",Funny Games,"Single-player,Multi-player,Online Multi-Player,Online Co-op,Partial Controller Support,Profile Features Limited 
									","['English', 'Russian', 'French', 'Italian', 'German', 'Simplified Chinese', 'Turkish']",,"Action,Casual,Indie,Massively Multiplayer,RPG",,0.99
6387,46,"Dec 13, 2016",Color Brush Studio,"Single-player,Steam Trading Cards","['English', 'French', 'German', 'Russian']",,"Casual,Indie",,6.99
6388,66,"Mar 9, 2017",Alientrap,"Single-player,Steam Achievements,Full controller support",['English'],3.0,"Action,Casual,Indie,Simulation",,6.99
6389,99,"May 30, 2016",CD PROJEKT RED,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Simplified Chinese', 'Turkish']",,RPG," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content  ",19.99
6390,97,"Nov 12, 2015","CAVE Interactive CO.,LTD","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",50.0,Action,,19.99
6391,97,"Jun 18, 2015",Holy Priest,Single-player,"['English', 'Traditional Chinese', 'Japanese']",,"Action,Free to Play,Indie,RPG",,0 to Play
6392,96,"Nov 16, 2016",Google,"Single-player,SteamVR Collectibles",['English'],,"Adventure,Casual,Free to Play,Simulation",,0
6393,98,"Sep 8, 2015",ALICE IN DISSONANCE,"Single-player,Steam Achievements,Steam Trading Cards","['English', 'Japanese', 'Simplified Chinese', 'Korean', 'Spanish - Spain', 'Spanish - Latin America', 'Russian']",9.0,Indie,,14.99
6394,95,"Nov 19, 2014",Soviet Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","['English', 'Russian', 'Spanish - Spain', 'Italian', 'Simplified Chinese']",14.0,"Adventure,Casual,Free to Play,Indie"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content  ",0 to Play
6395,96,"Aug 26, 2011",Heartbit Interactive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats","['English', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",44.0,"Indie,RPG",,9.99
6396,97,"Nov 29, 2004",VisualArts/Key,"Single-player,Steam Achievements","['English', 'Japanese']",19.0,Casual,,9.99
6397,97,"Jan 30, 2015",minori,"Single-player,Steam Trading Cards,Steam Cloud","['English', 'Japanese']",,Adventure, Mature Content Description  The developers describe the content like this:  - Close combat fights and depictions of deadly weapons in use  ,eden* Demo
6398,96,"May 6, 2015",SCS Software,"Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Includes level editor","['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek']",,"Indie,Simulation",,17.99
6399,97,"May 13, 2016",Novectacle,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","['English', 'Japanese', 'Russian', 'Simplified Chinese', 'French']",16.0,Adventure,,24.99
6400,95,"Sep 23, 2015",Witch Beam,"Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",29.0,"Action,Indie",,19.99
6401,97,"May 3, 2019",OKYO GAMES,"Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","['English', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese', 'Russian']",10.0,"Free to Play,Indie",,0 To Play
6402,47,"Sep 30, 1995",Yosemite Entertainment,Single-player,['English'],,"Action,Simulation,Strategy",,1.020
6403,96,"Feb 20, 2004",JoWooD Vienna,"Single-player,Steam Cloud","['English', 'French', 'German', 'Spanish - Spain', 'Hungarian', 'Polish', 'Russian', 'Simplified Chinese', 'Italian']",,"Adventure,Casual",,9.99
6404,96,"Mar 10, 2007","Jeff Nusz,Mindful Mammoth","Single-player,Steam Achievements,Steam Leaderboards",['English'],3.0,"Adventure,Casual,Free to Play,Indie,Strategy",,0
6406,99,"Mar 9, 2015",11 bit studios,"Single-player,Downloadable Content,Steam Achievements,Steam Cloud",['English'],,"Adventure,Indie,Simulation",,0.99
6407,95,"Aug 2, 2018",Bawu Team,"Single-player,Profile Features Limited 
									","['English', 'Simplified Chinese']",2.0,"Casual,Indie",,0 To Play
6414,96,"Jun 12, 2012",BlinkWorks Media,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Commentary available","['English', 'French', 'Italian', 'Portuguese - Brazil', 'Traditional Chinese', 'Arabic', 'Czech', 'Dutch', 'German', 'Russian', 'Spanish - Spain', 'Thai', 'Turkish', 'Danish', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Swedish', 'Bulgarian', 'Romanian', 'Simplified Chinese', 'Ukrainian']",7.0,Indie,,9.99
6425,97,"Jun 14, 2017",Oats Studios,,['English'],,,,4.99
6426,99,"May 8, 2017",VisualArts/Key,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","['English', 'Simplified Chinese', 'Japanese', 'German', 'Traditional Chinese', 'French', 'Spanish - Spain', 'Spanish - Latin America']",21.0,"Adventure,Casual,Simulation",,9.99
6427,96,"Apr 5, 2017",Dicesuki,"Single-player,Steam Achievements",['English'],14.0,"Free to Play,Indie,Simulation",,0 To Play
6428,97,"Apr 21, 2017",Nickervision Studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",31.0,"Action,Casual,Indie",,0.99
6429,95,"Sep 1, 2010",Matt Roszak,"Single-player,Steam Achievements",['English'],60.0,"Adventure,Free to Play,Indie,RPG",,0 to Play
6430,95,"Apr 17, 2014",Infinite Monkeys Entertainment Ltd,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","['English', 'Japanese', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Dutch', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Portuguese - Brazil']",21.0,"Action,Adventure,Casual,Indie",,12.99
